date,baseline,ridge,rf,extra,hgb,best_model,best_p80_low,best_p80_high,best_p95_low,best_p95_high
2026-04-14,4.2148,4.243973246483788,4.297904735712361,4.2537859793568495,4.296057985650589,ridge_delta,,,,
2026-04-15,4.2148,4.244587902713496,4.297638964876382,4.2548439523804795,4.29677186369329,ridge_delta,,,,
2026-04-16,4.2148,4.245069667345381,4.297271519614832,4.255292911740444,4.2983098895267835,ridge_delta,,,,
2026-04-17,4.2148,4.245418814339148,4.296720719026014,4.255539652852693,4.297642972602701,ridge_delta,,,,
2026-04-20,4.2148,4.246278431180314,4.2969078392751,4.256852768345344,4.296901111415975,ridge_delta,,,,
2026-04-21,4.2148,4.247016549786727,4.300388605963373,4.258172892654228,4.297234931517934,ridge_delta,,,,
2026-04-22,4.2148,4.247622739339765,4.303791428137524,4.259238009396747,4.296629797375225,ridge_delta,,,,
2026-04-23,4.2148,4.248096061887541,4.307016580539125,4.259691115539735,4.296848811023308,ridge_delta,,,,
2026-04-24,4.2148,4.248436792213479,4.309914237099705,4.2599243716428505,4.295967649923551,ridge_delta,,,,
2026-04-27,4.2148,4.249288017277129,4.3132458892498935,4.261216267898739,4.294873976578658,ridge_delta,,,,
2026-04-28,4.2148,4.250017762089692,4.316453520480258,4.262478672112916,4.29485598452245,ridge_delta,,,,
2026-04-29,4.2148,4.250615602217175,4.316387464163576,4.2634854053889395,4.294410666968481,ridge_delta,,,,
2026-04-30,4.2148,4.251080599583053,4.315892105793603,4.263891701764725,4.294789497205305,ridge_delta,,,,
2026-05-01,4.2148,4.251413029804792,4.31514788093028,4.264032493252682,4.294419964852454,ridge_delta,,,,
2026-05-04,4.2148,4.252255979308193,4.314885363968925,4.265212067196551,4.293837920254468,ridge_delta,,,,
2026-05-05,4.2148,4.252977466288883,4.3146403898221894,4.266394082083869,4.294331556945167,ridge_delta,,,,
2026-05-06,4.2148,4.253567072613299,4.315949246707911,4.267311227469857,4.2943978681381045,ridge_delta,,,,
2026-05-07,4.2148,4.254023860075522,4.318865527007785,4.2676558974946746,4.295288327121835,ridge_delta,,,,
2026-05-08,4.2148,4.254348105136735,4.32151146044008,4.2677242291610415,4.294918794768984,ridge_delta,,,,
2026-05-11,4.2148,4.25518289368074,4.32466794326259,4.268817456591329,4.294737914844405,ridge_delta,,,,
2026-05-12,4.2148,4.255896237177481,4.327836170480536,4.269869571457575,4.295602264972282,ridge_delta,,,,
